#Type	50	150	250	350	450	570	700	840	1000	1170	1370	1600	1850	2150	2500	2900	3400	4000	4800	5800	7000	8500	10500	13500	0	0.660278	1.0962982	1.1168113	1.0634497	1.0402576	1.0029126	0.96891516	0.93876356	0.89890087	0.8536938	0.7993007	0.7397836	0.7397836	0.6795777	0.6112624	0.5624182	0.51642823	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5231625	0.5864311	0.6583706	0.73034376	0.87804383	0.9613667	0.9632039	1.0003098	0.9253766	1.0380113	
1	0	0	0	0	0	0	0	0	0.7998863	0.8474995	0.8610654	0.83743554	0.83743554	0.78246784	0.73293936	0.68592876	0.62465835	0.55502075	0	0	0	0	0	0	0	
0	0.52481234	0.8558258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0.9443641	1.0944668	1.0238031	0.9096208	0.86686116	0.72770774	0.7017272	0.6975054	0.670375	0.6187583	0.55111593	0.55111593	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.5278231	0.87799513	0.88605875	0.7860066	0.7013425	0.67957723	0.6697825	0.64859045	0.6155535	0.5796428	0.5364583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0.7861323	0.85543233	0.6823041	0.56433	0.57310545	0.56588745	0.53554916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0.52696216	0.56350714	0.5799207	0.5874601	0.5874601	0.5674123	0.5410678	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0.5130512	0.56295174	0.58754015	0.5984993	0.5870612	0.5870612	0.5587635	0.53724366	0.52615196	0.50302035	0	0	0	0	0	0	0	0	
1	0	1.010288	1.1561542	1.1176256	1.0468998	0.9856605	0.9203422	0.90574837	0.87298805	0.8266372	0.82710344	0.8330025	0.8330025	0.83542	0.8181564	0.8040429	0.75255245	0.6943239	0.6093597	0.5148889	0	0	0	0	0	
2	0	0	0	0	0.5235214	0.5986768	0.70908487	0.75288725	0.78633857	0.82049954	0.80788296	0.839191	0.839191	0.86548007	0.86186165	0.85355383	0.8270358	0.7810939	0.74319094	0.66079104	0.6258666	0.5755798	0	0	0	
1	0	0.91504085	1.0369762	0.99585366	0.88639647	0.7509359	0.7282753	0.7827945	0.8096562	0.80554837	0.7717756	0.71672153	0.71672153	0.6489547	0.5772101	0.50321245	0	0	0	0	0	0	0	0	0	
0	0	0.9702538	0.9380023	0.8749478	0.85460573	0.82621026	0.7960727	0.7707263	0.73728263	0.6964643	0.64705265	0.5927389	0.5927389	0.5389495	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5221588	0.52006906	0	0	0	0	0	
0	0.60216445	0.99135387	0.9991054	0.8681949	0.7612877	0.71661323	0.6967703	0.6708365	0.6386326	0.60558134	0.5669103	0.52354395	0.52354395	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0.509679	0.56570137	0.6211101	0.6814441	0.7127812	0.69655824	0.69655824	0.65916055	0.5901913	0.53409463	0.5208055	0.5107898	0	0	0	0	0	0	0	
1	0	0.96049786	1.1072572	1.1048158	1.024734	0.95509464	0.89998835	0.84627956	0.5562917	0.7047937	0.62888986	0.59059983	0.59059983	0.5445481	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5110779	0.57175237	0.56008077	0	0	
2	0	0	0	0	0	0	0	0.5219687	0.55714613	0.55540395	0.53778815	0.50576586	0.50576586	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0.58867824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	1.0113773	1.1062006	1.0338596	0.9653895	0.91100204	0.8573632	0.8153208	0.79377145	0.7812245	0.76575077	0.737625	0.737625	0.7020787	0.64203405	0.57995135	0.50833374	0	0	0	0	0	0	0	0	
1	0	1.004054	1.1555346	1.1181132	1.0388387	1.0027177	0.9741793	0.9232154	0.85742927	0.79526705	0.7373231	0.67101246	0.67101246	0.60916275	0.5395823	0	0	0	0	0	0	0	0	0	0	
1	0	0.8086661	0.9413778	0.8279296	0.76983833	0.7391737	0.6926584	0.6479701	0.6089186	0.5861426	0.5686435	0.54128313	0.54128313	0.50445116	0	0	0	0	0	0	0	0	0	0	0	
1	0	0.97616494	1.1762956	1.1506146	1.0840447	0.99000907	0.8884771	0.8120842	0.7606757	0.71468204	0.669689	0.635822	0.635822	0.61824596	0.5884354	0.553558	0.50827557	0	0	0	0	0	0	0	0	
2	0	0	0	0.5530132	0.64518696	0.70270616	0.8325208	0.91217124	0.9786743	1.055818	1.0995767	1.1206801	1.1206801	1.1237999	1.0987194	1.037667	0.95506877	0.87243545	0.7939307	0.7147828	0.60045993	0.50902414	0	0	0	
1	0	0.9930494	1.1506685	1.1499666	1.0806162	1.0319648	0.963661	0.90256244	0.8398644	0.78549427	0.7786221	0.76743615	0.76743615	0.73743105	0.69285977	0.6437449	0.58847713	0.5344937	0	0	0	0	0	0	0	
1	0	0.87466943	0	0.8441604	0.7654411	0.69289505	0.63920915	0.59178185	0.5401881	0.52707076	0.5150718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0.7539856	0.76399326	0.6845884	0.62170553	0.59935445	0	0.56745577	0.5317611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52690226	0	0	
2	0	0	0	0	0	0	0	0	0.544965	0.5786078	0.5994177	0.59814477	0.59814477	0.5796674	0.55693656	0.51747185	0	0	0	0	0	0	0	0	0	
0	0.5920275	0.97660303	0.9665004	0.84439605	0.74852806	0.7038006	0.680321	0.6525636	0.6143481	0.57684714	0.53580534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0.93929076	1.0121604	0.9346939	0.89562714	0.8091735	0.7249098	0.66794574	0.6324917	0.634573	0.6286613	0.61555547	0.61555547	0.5943676	0.55401456	0.50529164	0	0	0	0	0	0	0	0	0	
0	0.5535574	0.8851061	0.85292274	0.79664445	0.7894271	0.76774436	0.7412256	0.7180895	0.68508786	0.6448385	0.5952647	0.5405016	0.5405016	0	0	0	0	0	0	0	0	0	0	0	0	
